,header,title,titleUrl,time,products,day_only
271,Google Chrome: Fast & Secure,Used Google Chrome: Fast & Secure,https://play.google.com/store/apps/details?id=com.android.chrome,2021-07-26 14:04:10.938000+00:00,['Android'],2021-07-26
272,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-26 13:03:11.972000+00:00,['Android'],2021-07-26
273,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-25 19:02:16.626000+00:00,['Android'],2021-07-25
274,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-25 19:02:04.250000+00:00,['Android'],2021-07-25
275,My Talking Angela 2,Used My Talking Angela 2,https://play.google.com/store/apps/details?id=com.outfit7.mytalkingangela2,2021-07-25 19:02:02.995000+00:00,['Android'],2021-07-25
276,Permissions Controller,Used Permissions Controller,https://play.google.com/store/apps/details?id=com.google.android.permissioncontroller,2021-07-25 18:46:16.930000+00:00,['Android'],2021-07-25
277,YouTube Kids,Used YouTube Kids,https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.kids,2021-07-25 18:40:21.892000+00:00,['Android'],2021-07-25
278,Google Play Store,Used Google Play Store,https://play.google.com/store/apps/details?id=com.android.vending,2021-07-25 18:39:17.220000+00:00,['Android'],2021-07-25
279,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-25 17:37:28.955000+00:00,['Android'],2021-07-25
280,YouTube Kids,Used YouTube Kids,https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.kids,2021-07-25 17:16:08.364000+00:00,['Android'],2021-07-25
281,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-25 16:03:01.050000+00:00,['Android'],2021-07-25
282,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-25 15:02:00.176000+00:00,['Android'],2021-07-25
283,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-25 14:01:59.160000+00:00,['Android'],2021-07-25
284,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-25 13:48:56.982000+00:00,['Android'],2021-07-25
285,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-25 13:11:43.183000+00:00,['Android'],2021-07-25
286,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-25 13:10:58.213000+00:00,['Android'],2021-07-25
287,Disney+,Used Disney+,https://play.google.com/store/apps/details?id=com.disney.disneyplus,2021-07-25 00:10:24.984000+00:00,['Android'],2021-07-25
288,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-25 00:09:51.501000+00:00,['Android'],2021-07-25
289,Brawl Stars,Used Brawl Stars,https://play.google.com/store/apps/details?id=com.supercell.brawlstars,2021-07-25 00:09:31.259000+00:00,['Android'],2021-07-25
290,Minecraft,Used Minecraft,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe,2021-07-24 23:55:59.518000+00:00,['Android'],2021-07-24
291,YouTube Kids,Used YouTube Kids,https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.kids,2021-07-24 23:43:47.318000+00:00,['Android'],2021-07-24
292,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-24 22:59:58.450000+00:00,['Android'],2021-07-24
293,Minecraft,Used Minecraft,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe,2021-07-24 22:27:51.235000+00:00,['Android'],2021-07-24
294,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-24 22:27:45.904000+00:00,['Android'],2021-07-24
295,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-24 20:21:48.822000+00:00,['Android'],2021-07-24
296,Minecraft,Used Minecraft,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe,2021-07-24 19:46:52.365000+00:00,['Android'],2021-07-24
297,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-24 19:46:44.311000+00:00,['Android'],2021-07-24
298,Google,Used Google,https://play.google.com/store/apps/details?id=com.google.android.googlequicksearchbox,2021-07-24 19:46:43.577000+00:00,['Android'],2021-07-24
299,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-24 19:46:38.741000+00:00,['Android'],2021-07-24
300,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-24 18:34:22.367000+00:00,['Android'],2021-07-24
301,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-24 18:34:04.889000+00:00,['Android'],2021-07-24
302,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-24 16:03:53.563000+00:00,['Android'],2021-07-24
303,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-24 15:25:46.526000+00:00,['Android'],2021-07-24
304,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-24 14:25:45.816000+00:00,['Android'],2021-07-24
305,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-24 13:46:59.696000+00:00,['Android'],2021-07-24
306,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-24 13:46:27.681000+00:00,['Android'],2021-07-24
307,Minecraft,Used Minecraft,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe,2021-07-24 13:25:47.985000+00:00,['Android'],2021-07-24
309,YouTube Kids,Used YouTube Kids,https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.kids,2021-07-23 22:30:03.303000+00:00,['Android'],2021-07-23
310,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-23 21:59:51.609000+00:00,['Android'],2021-07-23
311,Minecraft,Used Minecraft,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe,2021-07-23 21:59:50.624000+00:00,['Android'],2021-07-23
312,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-23 18:53:50.017000+00:00,['Android'],2021-07-23
313,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-23 18:52:31.171000+00:00,['Android'],2021-07-23
314,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-23 17:06:04.206000+00:00,['Android'],2021-07-23
315,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-23 16:06:34.688000+00:00,['Android'],2021-07-23
316,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-23 16:06:00.042000+00:00,['Android'],2021-07-23
317,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-23 13:49:02.869000+00:00,['Android'],2021-07-23
318,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-23 13:48:56.491000+00:00,['Android'],2021-07-23
319,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-23 13:05:43.336000+00:00,['Android'],2021-07-23
320,Samsung Gallery,Used Samsung Gallery,https://play.google.com/store/apps/details?id=com.sec.android.gallery3d,2021-07-23 13:05:14.281000+00:00,['Android'],2021-07-23
321,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-23 13:05:12.009000+00:00,['Android'],2021-07-23
322,YouTube Kids,Used YouTube Kids,https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.kids,2021-07-23 12:59:36.618000+00:00,['Android'],2021-07-23
323,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-22 23:19:58.810000+00:00,['Android'],2021-07-22
324,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-22 22:19:57.872000+00:00,['Android'],2021-07-22
325,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-22 21:19:57.694000+00:00,['Android'],2021-07-22
326,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-22 21:16:14.633000+00:00,['Android'],2021-07-22
327,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-22 13:36:49.867000+00:00,['Android'],2021-07-22
328,Minecraft,Used Minecraft,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe,2021-07-22 13:02:21.049000+00:00,['Android'],2021-07-22
329,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-22 13:02:11.677000+00:00,['Android'],2021-07-22
330,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-22 13:01:36.447000+00:00,['Android'],2021-07-22
331,YouTube Kids,Used YouTube Kids,https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.kids,2021-07-21 21:36:10.338000+00:00,['Android'],2021-07-21
332,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-21 21:29:21.818000+00:00,['Android'],2021-07-21
333,Minecraft,Used Minecraft,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe,2021-07-21 21:29:20.503000+00:00,['Android'],2021-07-21
334,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-21 19:41:46.795000+00:00,['Android'],2021-07-21
335,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-21 19:37:56.970000+00:00,['Android'],2021-07-21
336,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-21 18:21:37.473000+00:00,['Android'],2021-07-21
337,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-21 18:18:37.405000+00:00,['Android'],2021-07-21
338,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-21 17:09:16.664000+00:00,['Android'],2021-07-21
339,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-21 17:09:09.683000+00:00,['Android'],2021-07-21
340,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-21 16:08:32.758000+00:00,['Android'],2021-07-21
341,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-21 16:07:20.981000+00:00,['Android'],2021-07-21
342,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-21 14:53:16.508000+00:00,['Android'],2021-07-21
343,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-21 14:53:15.689000+00:00,['Android'],2021-07-21
344,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-21 14:03:32.618000+00:00,['Android'],2021-07-21
345,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-21 00:53:37.822000+00:00,['Android'],2021-07-21
346,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-21 00:28:29.057000+00:00,['Android'],2021-07-21
347,Minecraft,Used Minecraft,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe,2021-07-21 00:25:44.268000+00:00,['Android'],2021-07-21
348,YouTube Kids,Used YouTube Kids,https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.kids,2021-07-20 21:45:02.752000+00:00,['Android'],2021-07-20
349,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-20 21:44:46.610000+00:00,['Android'],2021-07-20
350,Gacha Life,Used Gacha Life,https://play.google.com/store/apps/details?id=air.com.lunime.gachalife,2021-07-20 21:41:50.872000+00:00,['Android'],2021-07-20
351,Minecraft,Used Minecraft,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe,2021-07-20 20:54:22.238000+00:00,['Android'],2021-07-20
352,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-20 20:54:07.068000+00:00,['Android'],2021-07-20
353,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-20 20:37:10.560000+00:00,['Android'],2021-07-20
354,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-20 14:47:38.429000+00:00,['Android'],2021-07-20
355,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-20 14:19:10.139000+00:00,['Android'],2021-07-20
356,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-20 13:04:10.965000+00:00,['Android'],2021-07-20
357,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-20 12:18:14.481000+00:00,['Android'],2021-07-20
358,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-20 12:04:06.735000+00:00,['Android'],2021-07-20
359,YouTube Kids,Used YouTube Kids,https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.kids,2021-07-19 21:39:31.710000+00:00,['Android'],2021-07-19
360,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-19 21:27:48.410000+00:00,['Android'],2021-07-19
361,Minecraft,Used Minecraft,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe,2021-07-19 20:36:11.927000+00:00,['Android'],2021-07-19
362,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-19 20:35:58.559000+00:00,['Android'],2021-07-19
363,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-19 20:35:56.806000+00:00,['Android'],2021-07-19
364,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-19 19:35:38.161000+00:00,['Android'],2021-07-19
365,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-19 18:50:26.817000+00:00,['Android'],2021-07-19
366,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-19 17:42:45.879000+00:00,['Android'],2021-07-19
367,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-19 17:36:17.219000+00:00,['Android'],2021-07-19
368,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-19 14:27:28.691000+00:00,['Android'],2021-07-19
371,Netflix,Used Netflix,https://play.google.com/store/apps/details?id=com.netflix.mediaclient,2021-07-19 00:58:44.643000+00:00,['Android'],2021-07-19
372,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-19 00:58:08.017000+00:00,['Android'],2021-07-19
373,Minecraft,Used Minecraft,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe,2021-07-19 00:15:13.048000+00:00,['Android'],2021-07-19
374,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-19 00:15:05.154000+00:00,['Android'],2021-07-19
375,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-18 15:51:11.494000+00:00,['Android'],2021-07-18
376,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-18 15:51:08.682000+00:00,['Android'],2021-07-18
377,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-18 14:47:25.923000+00:00,['Android'],2021-07-18
378,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-18 13:22:54.544000+00:00,['Android'],2021-07-18
379,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-18 13:18:38.400000+00:00,['Android'],2021-07-18
380,Minecraft,Used Minecraft,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe,2021-07-18 12:38:05.174000+00:00,['Android'],2021-07-18
381,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-18 12:37:48.891000+00:00,['Android'],2021-07-18
382,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-18 12:36:28.223000+00:00,['Android'],2021-07-18
383,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-17 23:59:20.250000+00:00,['Android'],2021-07-17
384,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-17 23:05:16.802000+00:00,['Android'],2021-07-17
385,Disney+,Used Disney+,https://play.google.com/store/apps/details?id=com.disney.disneyplus,2021-07-17 22:30:02.838000+00:00,['Android'],2021-07-17
386,Disney+,Used Disney+,https://play.google.com/store/apps/details?id=com.disney.disneyplus,2021-07-17 21:29:25.535000+00:00,['Android'],2021-07-17
387,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-17 21:27:34.852000+00:00,['Android'],2021-07-17
388,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-17 14:34:24.948000+00:00,['Android'],2021-07-17
389,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-17 14:34:08.976000+00:00,['Android'],2021-07-17
390,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-17 13:28:11.559000+00:00,['Android'],2021-07-17
391,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-17 13:26:31.639000+00:00,['Android'],2021-07-17
392,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-17 12:38:13.256000+00:00,['Android'],2021-07-17
393,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-17 12:11:41.483000+00:00,['Android'],2021-07-17
394,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-17 00:55:35.396000+00:00,['Android'],2021-07-17
395,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-17 00:08:55.815000+00:00,['Android'],2021-07-17
396,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-16 23:47:28.822000+00:00,['Android'],2021-07-16
397,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-16 22:42:39.381000+00:00,['Android'],2021-07-16
398,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-16 22:40:46.746000+00:00,['Android'],2021-07-16
399,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-16 20:39:31.100000+00:00,['Android'],2021-07-16
400,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-16 20:30:06.026000+00:00,['Android'],2021-07-16
401,Brain Test: Tricky Puzzles,Used Brain Test: Tricky Puzzles,https://play.google.com/store/apps/details?id=com.unicostudio.braintest,2021-07-16 20:29:41.593000+00:00,['Android'],2021-07-16
402,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-16 00:38:17.098000+00:00,['Android'],2021-07-16
403,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-15 22:34:38.970000+00:00,['Android'],2021-07-15
404,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-15 22:01:36.452000+00:00,['Android'],2021-07-15
405,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-15 22:01:24.041000+00:00,['Android'],2021-07-15
406,Samsung One UI Home,Used Samsung One UI Home,https://play.google.com/store/apps/details?id=com.sec.android.app.launcher,2021-07-15 21:16:07.829000+00:00,['Android'],2021-07-15
407,Roblox,Used Roblox,https://play.google.com/store/apps/details?id=com.roblox.client,2021-07-15 21:15:49.744000+00:00,['Android'],2021-07-15
